Status,Month,Agency,Advertiser,Campaign Name,Device,%Savings,TG,Mobile / CTV,Paid/Test,Campaign id,IO id,Line Item ID,Line Item Name,Start Date,End Date,Markets,Planned Reach 1+,Planned Reach 3+,Del Reach 1+,Planned Freq,Del Freq,Planned Budget,Planned Impressions,Del Impressions,Planned views,Deliverd Views,Pld Complete Views,Del Complete Views,Planned CPV,Del Cpv,Planned CPCV,Deliverd CPCV,Planned CPM - Non Bidvid,"Del Cpm/
Bidvid  cpm",Media plan Sheet Link,Paused Date,Reason,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022867562,23006321895,,12-09-2025,31-10-2025,Pune,"345,133",,,2,,"23,918","759,293",,"265,753",,,,0.09,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1023257440,23006471880,,12-09-2025,31-10-2025,Hyderabad,"1,650,000",,,5,,"503,250","8,250,000",,"6,600,000",,,,,,,,61,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1023257440,23006471994,,12-09-2025,31-10-2025,Hyderabad,"933,673",,,2,,"50,325","2,054,082",,"718,929",,,,0.07,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1022895113,23006546367,,12-09-2025,31-10-2025,Kolkata,"759,000",,,4,,"285,384","3,036,000",,"2,428,800",,,,,,,,94,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022895113,23012736131,,12-09-2025,31-10-2025,Kolkata,"339,743",,,2,,"28,538","679,486",,"237,820",,,,0.12,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1022896763,23006635422,,12-09-2025,31-10-2025,Ahmedabad,"786,123",,,3.5,,"231,120","2,751,431",,"2,201,145",,,,,,,,84,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022896763,23012818469,,12-09-2025,31-10-2025,Ahmedabad,"330,172",,,2,,"23,112","660,344",,"231,120",,,,0.1,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1022872161,23013049361,,12-09-2025,31-10-2025,Coimbatore,"136,667",,,3,,"29,110","410,002",,"328,002",,,,,,,,71,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022872161,23006848765,,12-09-2025,31-10-2025,Coimbatore,"41,586",,,2,,"2,911","83,172",,"29,110",,,,0.1,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1022967332,23021103546,,12-09-2025,31-10-2025,Lucknow,"598,545",,,4,,"202,548","2,154,762",,"1,723,810",,,,,,,,94,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022967332,23031168223,,12-09-2025,31-10-2025,Lucknow,"241,128",,,2,,"20,255","482,256.26",,"168,790",,,,0.12,,,,,,,,,
Delivered,,,,Zouk Bagful Festive,Non-Skip,,,CTV,,56112048,1022872146,23006839167,,12-09-2025,31-10-2025,Indore,"486,000",,,3,,"163,588","1,652,400.00",,"1,321,920",,,,,,,,99,,,,,
Delivered,,,,Zouk Bagful Festive,Skip,,,CTV,,56112048,1022872146,23013042707,,12-09-2025,31-10-2025,Indore,"166,926",,,2,,"16,359","333,852.24",,"116,848",,,,0.14,,,,,,,,,
,,,,Opted out of Zouk Bagful Festive campaign as we were unable to deliver minimum 15% savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1203188553,23069843914,,30-09-2025,24-10-2025,Banglore,"928,571",,,2,,"222,857","1,857,142",,"742,857",,,,₹ 0.11,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023190424,23069151100,,30-09-2025,24-10-2025,Mumbai,"2,172,309",,,2,,"521,354","4,344,617",,"1,737,847",,,,₹ 0.14,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023196295,23065822952,,30-09-2025,24-10-2025,Delhi,"2,772,741",,,2,,"765,277","6,377,305",,"2,550,922",,,,₹ 0.12,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023186096,23065901417,,30-09-2025,24-10-2025,Chennai,"1,046,746",,,2,,"251,219","2,093,491",,"837,396",,,,₹ 0.12,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023571519,23060001321,,30-09-2025,24-10-2025,Pune,"602,569",,,2,,"144,617","1,205,138",,"482,055",,,,₹ 0.10,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023197276,23070097804,,30-09-2025,24-10-2025,Hyderabad,"937,484",,,2,,"224,996","1,874,967",,"749,987",,,,₹ 0.12,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023573586,23070250063,,30-09-2025,24-10-2025,Kolkata,"115,500",,,2,,"27,720","231,000",,"92,400",,,,₹ 0.12,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023205695,23073290761,,30-09-2025,24-10-2025,Ahmedabad,"428,795",,,2,,"102,911","857,589",,"343,036",,,,₹ 0.10,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023208788,23069483672,,30-09-2025,24-10-2025,Coimbatore,"80,548",,,2,,"17,398","144,986",,"57,994",,,,₹ 0.10,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023205821,23069507027,,30-09-2025,24-10-2025,Lucknow,"111,774",,,2,,"24,143","201,193",,"80,477",,,,₹ 0.09,,,,,,,,,
Delivered,,,,Zouk Diwali Festive,,,,,,56126017,1023208479,23073644875,,30-09-2025,24-10-2025,Indore,"106,314",,,2,,"22,964","191,366",,"76,546",,,,₹ 0.08,,,,,,,,,
,,,,Zouk Diwali Festive To OPT OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison ,Marico,Saffola PAJAS,YT NSK,20.60%,F 18-44 NCCS AB,All Devices,,56096324,1022929536,,,17-09-2025,16-10-2025,UP,"769,617",339124,,4.8,,"480,240","3,694,162",,,,,,,,,,130,98,All media plan sheet,,,
Delivered,,Madison ,,Saffola PAJAS,YT NSK,,F 18-44 NCCS AB,All Devices,,56088871,1022949713,,,17-09-2025,16-10-2025,Mah,"3,341,116",1411287,,4.5,,"2,946,898","15,035,022",,,,,,,,,,197,164,,,,
Delivered,,Madison ,,Saffola PAJAS,YT NSK,,F 18-44 NCCS AB,All Devices,,56118873,1023312700,,,17-09-2025,16-10-2025,WB,"1,159,646",464322,,4.5,,"726,668","5,218,407",,,,,,,,,,145,123,,,,
Delivered,,Madison ,,Saffola PAJAS,YT NSK,,F 18-44 NCCS AB,All Devices,,56096768,1022931561,,,17-09-2025,16-10-2025,Bihar,"236,946",92131,,4.5,,"144,276","1,066,257",,,,,,,,,,140,111,,,,
,,,,Minium 15% savings to be delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,124,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison ,Marico,Saffola Honey,YT CTV,14.42%,F 25-44 NCCS AB,CTV,,56084941,1022909382,,,16-09-2025,15-10-2025,Mumbai+Pune,"692,403",299754,,4.0,,"304,657","2,769,612",,,,,,,,,,110,93,All media plan sheet,,,
Delivered,,Madison ,,Saffola Honey,YT NSK,,F 25-44 NCCS AB,All Devices,,56084941,1022906781,,,16-09-2025,15-10-2025,Mumbai+Pune,"2,885,013",1262943,,4.0,,"2,019,509","11,540,052",,,,,,,,,,175,149,,,,
Delivered,,Madison ,,Saffola Honey,YT CTV,,F 25-44 NCCS AB,CTV,,56108628,1023293011,,,16-09-2025,15-10-2025,Bangalore,"437,883",179245,,3.5,,"168,585","1,532,591",,,,,,,,,,110,93,,,,
Delivered,,Madison ,,Saffola Honey,YT NSK,,F 25-44 NCCS AB,All Devices,,56108628,1022932787,,,16-09-2025,15-10-2025,Bangalore,"1,018,332",415842,,3.5,,"481,162","3,564,162",,,,,,,,,,135,118,,,,
Delivered,,Madison ,,Saffola Honey,YT NSK,,F 25-44 NCCS AB,All Devices,,56084866,1022908809,,,16-09-2025,15-10-2025,APTL,"2,646,368",1237653,,4.0,,"1,217,329","10,585,472",,,,,,,,,,115,99,,,,
,,,,Minium 15% savings to be delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,110.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Sept,Socialbeat,Adani,Fortune KGMO Burst 2,Non Skipable,34.68%,F 25 - 44,All devices except CTV,,56134136,1023160316,23057620556,,26-9-2025,9-10-2025,Bihar,268750,,,4,,86000,1075000,1061534,,,,,,,,,100,76,All media plan sheet,,,
Delivered,,,,Fortune KGMO Brust 2,Non Skipable,,F 25 - 44,All devices except CTV,,56134136,1023160316,23057621030,,26-9-2025,9-10-2025,DelhiNCR,1342975,,,4,,520000,5371901,4414947,,,,,,,,,121,99,,,,
Delivered,,,,Fortune KGMO Brust 2,Non Skipable,,F 25 - 44,All devices except CTV,,56134136,1023160316,23057620724,,26-9-2025,9-10-2025,UP,1139323,,,4,,350000,4557292,4359618,,,,,,,,,96,76.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8571429,76.71428571,,,,
Delivered,oct,Socialbeat,Adani,Fortune Suji&Maida,Non Skipable,49.63%,F 25 - 44,CTV,,56160795,1023153690,23052650061,,27-9-2025,11-10-2025,Kolkata siliguri + malda asansol,138393,,,4,,62000,553571,561001,,,,,,,,,140,86,All media plan sheet,,,
Delivered,,,,Fortune Suji&Maida,Non Skipable,,F 25 - 44,CTV,,56160795,1023153690,23062742287,,27-9-2025,11-10-2025,Orissa,96154,,,4,,40000,384615,357285,,,,,,,,,130,50,,,,
Delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,68,,,,
Delivered,,,Adani,Fortune Suji&Maida,Non Skipable,25.67%,F 25 - 44,All devices except CTV,,56160795,1023152031,23062703014,,27-9-2025,11-10-2025,asansol,106838,,,4,,40000,427350,430960,,,,,,,,,117,76,,,,
Delivered,,,,Fortune Suji&Maida,Non Skipable,,F 25 - 44,All devices except CTV,,56160795,1023152031,23058589364,,27-9-2025,11-10-2025,Kolkata,1083669,,,4,,430000,4334677,3994996,,,,,,,,,124,110,,,,
Delivered,,,,Fortune Suji&Maida,Non Skipable,,F 25 - 44,All devices except CTV,,56160795,1023152031,23062726207,,27-9-2025,11-10-2025,orissa,272529,,,4,,75000,1090116,1182597,,,,,,,,,86,66,,,,
Delivered,,,,Fortune Suji&Maida,Non Skipable,,F 25 - 44,All devices except CTV,,56160795,1023152031,23052584343,,27-9-2025,11-10-2025,siliguri + malda ,59401,,,4,,23000,237603,239785,,,,,,,,,121,81,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,112,83.25,,,,
Delivered,OCT,Madison,Marico,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56142194,1023233499,23117370378,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_CTV|Oct-Nov_2025 - TF Pun, Nag, Kol##standard",1-10-2025,22-11-2025,Maharashtra,"218,703","1,34,765",,5,,180430,"1,093,515",,,,,,,,,,165,67,All media plan sheet,,,
Delivered,,,,,,,,,,56142194,1023233499,23066723439,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_CTV|Oct-Nov_2025 - TF Pun, Nag, Kol",,22-11-2025,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56142194,1023235047,23072693645,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_Mob/Desktop|Oct-Nov_2025 - TF Pun, Nag, Kol",1-10-2025,22-11-2025,Maharashtra,"1,150,797","6,90,938",,4.8,,939050,"5,523,826",,,,,,,,,,170,91,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56142194,1023237416,23066847537,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_CTV|Oct-Nov_2025 - TF Mum, BHi, Tha",1-10-2025,22-11-2025,Maharashtra,"689,878","4,25,103",,5,,603643,"3,449,390",,,,,,,,,,175,125,,,,
Delivered,,,,,,,,,,56142194,1023236535,23076864148,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_Mob/Desktop|Oct-Nov_2025 - TF Mum, BHi, Tha",,22-11-2025,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,,,56142194,1023236535,23128550315,"YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_MH_Mob/Desktop|Oct-Nov_2025 - TF Mum, BHi, Tha -Standard",1-10-2025,22-11-2025,Maharashtra,"2,028,569","12,17,953",,4.8,,1801369,"9,737,131",,,,,,,,,,185,135,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56135275,1023235053,23066725080,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_WB+OR_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,West Bengal + Orissa  ,"26,880","16,563",,5,,20160,"134,400",,,,,,,,,,150,63,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56135275,1023234500,23066724849,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_WB+OR_Mob/Desktop Oct-Nov_2025 - TF,1-10-2025,22-11-2025,West Bengal + Orissa  ,"183,040","1,09,897",,4.8,,131789,"878,592",,,,,,,,,,150,70,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56137267,1023619120,23073001133,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_WB_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,West Bengal  ,"184,892","1,13,930",,5,,143291,"924,460",,,,,,,,,,155,91,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56137267,1023236823,23067040944,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_WB_Mob/Desktop Oct-Nov_2025 - TF,1-10-2025,22-11-2025,West Bengal  ,"1,106,990","6,64,637",,4.8,,738584,"5,313,552",,,,,,,,,,139,159,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56133562,1023215667,23064184221,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_AP+TL_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Andhra + Telangana ,"345,407","2,12,840",,5,,267690,"1,727,035",,,,,,,,,,155,58,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56133562,1023213834,23064186606,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_AP+TL_Mobile/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Andhra + Telangana ,"888,531","5,33,474",,4.8,,592828,"4,264,949",,,,,,,,,,139,80,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56142197,1023235050,23066724204,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_UP_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Uttar Pradesh ,"152,527","93,987",,5,,91516,"762,635",,,,,,,,,,120,56,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56142197,1023235883,23076739138,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_UP_Mob/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Uttar Pradesh ,"634,257","3,80,808",,4.8,,319665,"3,044,434",,,,,,,,,,105,65,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56134438,1023218517,23070551954,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_Delhi NCR_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Delhi NCR ,"1,189,166","7,32,764",,5,,915657,"5,945,830",,,,,,,,,,154,92,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56134438,1023221693,23070552473,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_Delhi NCR_Mobile/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Delhi NCR ,"2,050,704","12,31,243",,4.8,,1919459,"9,843,379",,,,,,,,,,195,109,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56141873,1023608713,23066722680,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec__GUJ_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Gujarat ,"426,079","2,62,550",,5,,362167,"2,130,395",,,,,,,,,,170,66,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56141873,1023608710,23076736969,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_GUJ_Mob/Desktop_Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Gujarat ,"1,300,213","7,80,648",,4.8,,967359,"6,241,022",,,,,,,,,,155,88,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56133532,1023599641,23074188898,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_TN_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Tamil Nadu ,"293,497","1,80,853",,5,,187838,"1,467,485",,,,,,,,,,128,79,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56133532,1023577657,23070089213,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_TN_Mobile/desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Tamil Nadu ,"862,006","5,17,548",,4.8,,662021,"4,137,629",,,,,,,,,,160,85,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56135584,1023235880,23076737716,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_Raj_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Rajasthan ,"100,298","61,804",,5,,60179,"501,490",,,,,,,,,,120,51,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56135584,1023232014,23066724675,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_Raj_Mob/Desktop|Oct-Nov2025 - TF,1-10-2025,22-11-2025,Rajasthan ,"411,786","2,47,236",,4.8,,217423,"1,976,573",,,,,,,,,,110,66,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56169360,1023217413,23070420686,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec__BI+JH_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Bihar + Jharkhand ,"85,239","52,524",,5,,51996,"426,195",,,,,,,,,,122,53,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56169360,1023218507,23064446154,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec__BI+JH_Mobile/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Bihar + Jharkhand ,"407,057","2,44,397",,4.8,,205157,"1,953,874",,,,,,,,,,105,69,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56173704,1023236483,23066722797,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_KAR_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Karnataka ,"300,651","1,85,261",,5,,237514,"1,503,255",,,,,,,,,,158,84,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56173704,1023618247,23072690525,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_KAR_Mobile/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Karnataka ,"1,044,655","6,27,211",,4.8,,902582,"5,014,344",,,,,,,,,,180,103,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56142452,1023235044,23066723451,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec__MP+CG_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Madhya Pradesh + Chattigarh ,"192,727","1,18,759",,5,,113709,"963,635",,,,,,,,,,118,46,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56142452,1023203634,23076738646,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec__MP+CG_Mob/Desktop|Oct-Nov2025 - TF,1-10-2025,22-11-2025,Madhya Pradesh + Chattigarh ,"712,544","4,27,811",,4.8,,365962,"3,420,211",,,,,,,,,,107,60,,,,
Delivered,,,,SGO,YT CTV,,F 25-44 NCCS AB,CTV,,56136691,1023235886,23076739396,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_PNJ_CTV|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Punjab ,"84,318","51,957",,5,,44267,"421,590",,,,,,,,,,105,39,,,,
Delivered,,,,SGO,YT NSK,,F 25-44 NCCS AB,All Devices,,56136691,1023235889,23072692751,YT|Non Skip|Saffola|Oil|F|25|45|HHI Top 50%|Foods|RnF|Reach|Sustenance|MAD-20Sec_PNJ_Mob/Desktop|Oct-Nov_2025 - TF,1-10-2025,22-11-2025,Punjab ,"314,157","1,88,620",,4.8,,180955,"1,507,954",,,,,,,,,,120,62,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Oct,Madison,Marico,Hair&care,YT NSK,24% Savings,F 18-44 NCCS AB,All Devices,,56165544,1023506800,,,1-10-2025,31-10-2025,Rajasthan,4184123,"20,173",,4.5,,2447712,18828554,,,,,,,,,,130,97,All media plan sheet,,,
Delivered,,,,Hair&care,YT NSK,,F 18-44 NCCS AB,All Devices,,56126038,1023184680,,,1-10-2025,31-10-2025,Gujarat,4713275,"17,91,798",,4.2,,2672427,19795755,,,,,,,,,,135,104,,,,
Delivered,,,,Minium 15% savings to be delivered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5,100.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,oct,Madison ,Jyothy Labs,MAXO_Aerosol,Non-skip,,F 25- 44 + HHI Top 50%,Mobile,,56153221,1023749272,23095830175,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Gujarat - Reach,8-10-2025,17-11-2025,Gujarat Reach,"2,350,000",,,4,,"1,034,000","9,400,000",,,,,,,,,,110,110,All media plan sheet,,,
Delivered,,,,,,,,,,,,23095875298,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Gujarat - TF,8-10-2025,17-11-2025,Gujarat TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,MAXO_Aerosol,Non-skip,,F 25- 44 + HHI Top 50%,Mobile,,56153221,1023367026,23095878679,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Haryana - Reach,8-10-2025,17-11-2025,Haryana Reach,"120,000",,,4,,"55,200","480,000",,,,,,,,,,115,110,,,,
Delivered,,,,,,,,,,,,23085850749,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Haryana - TF,8-10-2025,17-11-2025,Haryana TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,MAXO_Aerosol,Non-skip,,F 25- 44 + HHI Top 50%,Mobile,,56153221,1023368226,23091856295,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Punjab - Reach,8-10-2025,17-11-2025,Punjab Reach,"400,000",,,4,,"184,000","1,600,000",,,,,,,,,,115,70,,,,
Delivered,,,,,,,,,,,,23091855782,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Punjab - TF,8-10-2025,17-11-2025,Punjab TF,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,MAXO_Aerosol,Non-skip,,F 25- 44 + HHI Top 50%,Mobile,,56153221,1023752734,23086010595,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - Reach,8-10-2025,17-11-2025,Rajasthan Reach,"540,000",,,4,,"237,600","2,160,000",,,,,,,,,,110,65,,,,
Delivered,,,,,,,,,,,,23086011021,Est 210_Maxo Aerosol_Non-skip_Mobile_Oct-Nov'25 - Rajasthan - TF,8-10-2025,17-11-2025,Rajasthan TF,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,oct,Socialbeat,Adani,Fortune Besan Diwali ,Non-Skip,30.10%,Female 25 - 45 ,Mobile,,56192451,1023393752,23090037261,,8-10-2025,28-10-2025,"Uttar Pradesh - Lucknow, Gorakhpur, Faizabad, Basti, Prayagraj, Varanasi, Kanpur, Agra",1051683,,,4,,350000,4206731,,,,,,,,,,104,74,All media plan sheet,,,
Delivered,,,,Fortune Besan Diwali ,Non-Skip,,Female 25 - 45 ,Mobile,,56192451,1023393752,23096016653,,8-10-2025,28-10-2025,"Bihar - Patna, Muzaffarpur, Purnia",224515,,,4,,74000,898058,,,,,,,,,,103,67,,,,
Delivered,,,,Fortune Besan Diwali ,Non-Skip,,Female 25 - 45 ,Mobile,,56192451,1023393752,23090191359,,8-10-2025,28-10-2025,Uttrakhand - Dehradun,47488,,,4,,15500,189951,,,,,,,,,,102,75,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,72,,,,
Delivered,Oct,Madison,Marico (Saffola),SPO,YT NSK,,F 25-44 NCCS AB,All Devices,,56171458,1023506619,23120153010,KER|YT|Non Skip|SPO|F|25|44|HHI Top 50%|RnF|11.69L|Reach|Sustenance|MAD| Oct-Nov 2025,15-10-2025,15-11-2025,Kerala,2521303,"14,19,806",,4,,1169884,10085212,,,,,,,,,,116,93,All media plan sheet,,,
